N
200,200
C
100
R
25,100
G
3
T
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
175,100,180,180,100,180,
