N
300,200
C
100
R
25,25
G
2
T
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
265,100,265,150,
